car_park_no,address,x_coord,y_coord,night_parking
Y52M,BLK 456A YISHUN ST 41,29291.1048,44676.2316,YES
Y53M,BLK 426 YISHUN AVE 11,29413.0818,44965.2268,YES
Y54M,BLK 925 YISHUN CENTRAL 1,28413.6222,45450.4144,YES
Y56,"BLK 926/932,934/935 YISHUN CENTRAL 1",28383.2891,45244.5078,NO
Y57,BLK 415/417 YISHUN RING ROAD/AVENUE 11,29461.0058,45083.3281,NO
Y58,162 YISHUN STREET 11,27895.8292,46028.4287,YES
Y59M,BLK 429 YISHUN AVE 11,29764.6921,44893.3273,YES
Y6,BLK 150/161 YISHUN STREET 11,28097.4355,46026.6367,YES
Y60M,BLK 430 YISHUN AVE 11,29647.1253,44767.6656,YES
Y61M,BLK 431 YISHUN AVE 1,29588.007,44651.6313,YES
Y62M,BLOCK 342 YISHUN RING ROAD,29238.4163,45775.1779,YES
Y63M,BLK 333 YISHUN ST 31,29302.8265,45929.6846,YES
Y64M,BLK 334 YISHUN ST 31,29314.7149,46022.7799,YES
Y65M,BLK 315 YISHUN AVE 9,28968.6232,46042.758,YES
Y66M,BLK 317 YISHUN AVE 9,28998.1897,46163.9678,YES
Y67,"BLK 269A, 269B YISHUN ST 22",28843.2023,46462.2763,YES
Y68L,"BLKS 504A, 504B, 504C, 504D YISHUN ST 51",29142.5387,44394.3419,NO
Y68M,BLK 504 YISHUN ST 51,29255.0052,44464.5975,YES
Y69L,"BLKS 513A, 513B, 513C YISHUN ST 51",29107.1794,44173.7841,NO
Y69M,BLK 513 YISHUN STREET 51,29197.6771,44201.2772,YES
Y7,BLK 701/716 & 701B YISHUN AVENUE 5,27346.9746,45449.3008,YES
Y70M,BLK 506 YISHUN AVE 4,28782.6987,44073.5278,YES
Y71M,BLK 501 YISHUN ST 51,28844.5948,44263.7102,YES
Y72M,512 YISHUN STREET 51,28882.336,44065.4057,YES
Y73M,BLOCK 671 YISHUN AVENUE 4,28917.4786,44546.2792,YES
Y74M,BLOCK 673 YISHUN AVENUE 4,28931.6439,44600.7404,YES
Y75M,BLOCK 674 YISHUN AVENUE 4,29086.6991,44661.4096,YES
Y76M,BLOCK 676 YISHUN RING ROAD,28940.4724,44825.8894,YES
Y77L,"BLKS 462A, 462B YISHUN AVENUE 6",29832.1087,45462.7555,NO
Y77M,BLK 461 YISHUN AVENUE 6,29850.1522,45576.0125,YES
Y78M,BLK 468 YISHUN ST 43,30057.2209,45166.482,YES
Y8,"BLK 731/746 YISHUN STREET 71,72/AVENUE 5",27772.9219,45686.2734,YES
Y82M,BLK 478 YISHUN ST 42,29935.5818,45679.7181,YES
Y9,BLK 747/752 YISHUN STREET 72,28077.2305,45507.8047,YES
