name,car_park_no,address,weekday_before_5,weekday_after_5,sat,sun,postal,x_coord,y_coord
Fuji Xerox Towers,T0014,"80 Anson Road, S(079907)",$2.20/30min from 7am to 5.59pm  ,$3.50/entry from 6pm to 11pm  ,Charges same as weekdays ,$3.50/entry from 7am to 7pm ,79907,29142.7335,28400.37439
Funan,T0014,"107 North Bridge Road, S(179105)","$2.35 for 1st hr, $0.64 for next subsequent 15min from 3am to 5.59pm ",$3.21/entry from 6pm to 2.59am the following day ,"$2.35 for 1st 2hr, $0.64 for next subsequent 15min from 3am to 5.59pm, $3.21/entry from 6pm to 2.59am the following day ","$2.35 for 1st 2hr, $0.64 for next subsequent 15min from 3am to 5.59pm, $3.21/entry from 6pm to 2.59am the following day ",179105,29854.80616,30404.72693
Fusionopolis,T0014,"1 Fusionopolis Way, S(138632)",$1.00/30min from 7am to 6pm ,$1.00/entry from 6pm to 7am the following day ,$1.00/entry from 7am to 7am the following day ,$1.00/entry from 7am to 7am the following day ,138632,22916.48076,31328.57166
Fusionopolis 2 (Tower A & B),T0014,"2 Fusionopolis Way, S(138634)",$1.00/30min from 7am to 6pm ,$1.00/entry from 6pm to 7am the following day ,$1.00/entry from 7am to 7am the following day ,$1.00/entry from 7am to 7am the following day ,138634,23018.34148,31199.72424
Galaxis,T0014,"1 & 3 Fusionopolis Place, S(138577)","$2.14 for 1st hr, $1.07/30min or part thereof from 6am to 6pm ","$2.14 for 1st hr, $1.07/entry from 6pm to 6am the following day ",$1.07/entry ,$1.07/entry ,138577,23119.60587,31374.27547
Gateway @ 150 Beach Rd,T0014,"150 Beach Road, S(189720)",$2.80/hr from 7am to 6pm ,$2.10/entry from 6pm to 7am the following day ,"$2.80/hr from 7am to 1pm, $2.10/entry from 1pm to 7am the following day ",$2.10/entry from 7am to 7am the following day ,189720,30841.84523,31190.60619
Gemini @ Sims,T0014,2 Sims Close S(387298),$0.55/30min from 7am to 6pm ,$2.20/entry from 6pm to 7am the following day ,$3.00/entry from 7am to 7am the following day ,$3.00/entry from 7am to 7am the following day ,387298,32925.25405,33123.6371
Genting Centre,T0014,"3 Lim Teck Kim Road, S(088934)","$3.00 for 1st hr, $2.00 for next subsequent 30min from 7am to 7pm ",$3.00/entry from 7pm to 7am the following day ,Charges same as weekdays ,"$3.00/entry from 7am to 7pm, $3.00/entry from 7pm to 7am the following day ",88934,29003.33512,28419.17574
German Centre,T0014,"25 International Business Park, S(609916)",$2.50/hr from 7am to 4.59pm ,$2.50/entry from 5pm to 6.59am ,"$2.00/hr from 7am to 12.59am, Free parking after 1pm ",Free parking ,609916,18356.61107,34123.22473
Goldbell Towers,T0014,"47 Scotts Road, S(228233)","$4.00 for 1st hr, $2.00 for next subsequent 30min from 8am to 5pm ",$5.00/entry from 5pm to 8am the following day ,"$4.00 fro 1st hr, $2.00 for next subsequent 30min from 8am to 1pm, $5.00/entry from 1pm to 8am the following day ",$5.00/entry from 8am to 8am the following day ,228233,28412.76868,32745.58605
Golden Mile Complex,T0014,"5001 Beach Road, S(199588)","$2.20 for 1st hr, $1.10 for next subsequent 30min from 7.01am to 6pm ",$3.00/entry from 6.01pm to 7am the following day ,Charges same as weekdays ,$3.00/entry from 7.01am to 7am the following day ,199588,31557.50806,31688.93277
Golden Mile Tower,T0014,6001 Beach Road S(199589),$3.00/hr from 7am to 5.59pm ,"$4.00/entry from 6pm to 11.59pm, $4.00/entry from 12midnight to 6.59am the following day ",Charges same as weekdays ,"$4.00/entry from 7am to 11.59pm, $4.00/entry from 12midnight to 6.59am the following day ",199589,31450.45771,31595.33466
Goldhill Plaza,T0014,"1 Goldhill Plaza, S(308899)","$1.60 for 1st hr, $1.00 for next subsequent 30min from 7am to 5.30pm ","$4.00/entry from 5.30pm to 12midnight the following day, $4.00/entry from 12midnight to 7am ","$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 5.30pm, $4.00/entry from 5.30pm to 12midnight the following day, $4.00/entry from 12midnight to 7am ","$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 5.30pm, $4.00/entry from 5.30pm to 12midnight the following day, $4.00/entry from 12midnight to 7am ",308899,29065.13613,33344.31943
Gordon Warehouse Building,T0014,"9 Kaki Bukit Road 2, S(417842)",$1.20/hr from 7am to 6pm ,$1.20/hr from 6.01pm to 6.59am the following day ,Charges same as weekdays ,$1.20/hr from 7am to 6pm ,417842,35124.32295,35565.04195
GR.iD,T0014,"1 Selegie Road, S(188306)","$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 5.59pm ",$3.50/entry from 6pm to 6.59am the following day ,Charges same as weekdays ,$3.50/entry from 7am to 6.59am the following day ,188306,29772.62044,31378.10016
Great Eastern @ Changi,T0014,"200 Changi Road, S(419734)",Private Car Park ,Private Car Park ,Private Car Park ,Private Car Park ,419734,35817.25807,33243.85642
Great Eastern Centre,T0014,"1 Pickering Street, S(048659)",$1.80/30min from 8am to 6pm ,$3.30/entry from 6pm to 7.59am the following day ,$3.30/entry from 6am to 8am the following day ,$3.30/entry from 8am to 5.59am the following day ,48659,29618.99498,29688.9074
Great World City,T0014,"1 Kim Seng Promenade, S(237994)",$1.66/hr from 6.01am to 5pm ,$3.53/entry from 5.01pm to 6am the following day ,$1.77/hr up to a maximum cap of $6.42/entry from 6.01am to 6am the following day ,$1.66/hr up to a maximum cap of $6.42/entry from 6.01am to 6am the following day ,237994,27826.31121,30687.60951
Guoco Tower,T0014,"1 Wallich Street, S(078883)","$4.00/30min from 7am to 4.59pm for Carpark A, $1.50/30min from 7am to 4.59pm for Carpark B ",$2.50/entry from 5pm to 6.59am the following day for Carpark A and B ,$2.50/entry from 7am to 6.59am the following day ,"$0.60/30min from 7am to 6.59am the following day, capped at $2.50/day ",78883,29368.86049,28807.5726
Guthrie House,T0014,"1 Fifth Avenue, S(268802)","$0.05/min for 1st 30min, $0.02/min subsequently from 8am to 8pm except $0.08/min from 12pm to 2pm ","$0.03/min for 1st 30min, $0.02/min subsequently from 8pm to 8am the following day ","$0.04/min for 1st 30min, $0.02/min subsequently from 8am to 8am the following day ",$2.00/entry from 8am to 8am the following day ,268802,23814.93101,34775.8788
HarbourFront Centre,T0014,"1 Maritime Square, S(099253)","$1.40 for 1st hr, $0.70 for next subsequent 30min from 7am to 6pm ","$2.60/entry from 6pm to 1am the following day, $2.04/hour from 1am to 7am the following day ",Charges Same as Weekdays ,Charges Same as Weekdays ,99253,26523.41792,27393.65335
HarbourFront Tower 1,T0014,"1 HarbourFront Place, S(098633)",$1.05/30min from 7am to 7pm ,"$3.10/entry from 7pm to 1am the following day, $3.10/hr from 1am to 7am ","$1.05/30min from 7am to 1pm, $1.20 for 1st hr, $0.60 for subsequent 30min from 1pm to 6pm, $2.40/entry from 6pm to 1am the following day, $3.10/hr from 1am to 7am ","$1.20 for 1st hr, $0.60 for subsequent 30min from 7am to 6pm, $2.40/entry from 6pm to 1am the following day, $3.10/hr from 1am to 7am ",98633,26409.46056,27502.53231
HDB Hub (Toa Payoh),T0014,"480 Toa Payoh Lorong 6, S(310480)",$0.60/30min from 7am to 6pm ,"$1.50/entry from 6pm to 10.30pm, $5.00/entry from 10.30pm to 7am the following day ",Charges same as weekdays ,"$1.50/entry from 7am to 10.30pm, $5.00/entry from 10.30pm to 7am the following day ",310480,29671.20108,34914.13257
Henderson Industrial Park Blk 201,T0014,"201 Henderson Road, S(159545)",$1.40/hr from 8am to 4.59pm ,$1.70/entry from 5pm to 7.59am the following day ,Charges same as weekdays ,Charges same as weekdays ,159545,26556.6841,29459.943
Henderson Industrial Park Blk 203,T0014,"203 Henderson Road, S(159546)",$1.40/hr from 8am to 4.59pm ,$1.70/entry from 5pm to 7.59am the following day ,Charges same as weekdays ,$3.50/entry from 8am to 8am the following day ,159546,26651.50527,29356.84407
Henderson Industrial Park Blk 213 to 219,T0014,"213 Henderson Road, S(159553)",$1.60/hr from 8am to 5pm ,"$3.00/entry from 5pm to 8pm, $3.00/entry from 8pm to 8am the following day ",Charges same as weekdays ,"$3.00/entry from 8am to 8pm, $3.00/entry from 8pm to 8am the following day ",159553,26378.10463,29277.54101
HexaCube,T0014,"160 Changi Road, S(419728)","$1.20 for 1st 30min, $0.60 for next subsequent 15min from 7am to 5.59pm  ",$3.00/entry from 6pm to 6.59am the following day ,"$1.20 for 1st 30min, $0.60 for next subsequent 15min from 7am to 12.59pm, $3.00/entry from 1pm to 6.59am the following day ",$3.00/entry from 7am to 6.59am the following day ,419728,35693.7989,33218.93821
High Street Centre,T0014,"1 North Bridge Road, S(179094)",$2.78/hr from 7am to 5pm ,$3.21/entry from 5.01pm to 7am the following day ,Charges same as weekdays ,$3.21/entry from 7am to 7am the following day ,179094,29776.6173,30266.81341
Highland Centre,T0014,"22 Yio Chu Kang Road, S(545535)","$0.32/15min from 8am to 2pm, $0.32/10min from 2pm to 6pm ","$0.32/15min from 6pm to 12midnight, $1.28/30min from 12midnight to 8am the following day ",Charges same as weekdays ,"$1.28/entry from 8am to 12pm, $1.28/30min from 12midnight to 7.59am the following day ",545535,32889.56949,37497.83205
Hock Seng Building,T0014,"114 Lavender Street, S(338729)",*Not for public ,* ,* ,* ,338729,31347.60768,32641.93985
Hokkien KongHuay,T0014,"794 Upper Bukit Timah Road, S(678133)","$0.53/30min for 1st hr, $0.53 for next subsequent 15min from 6am to 7pm ","$0.53/30min for 1st hr, $0.53 for next subsequent 15min from 7pm to 12am, $2.14/30min from 12am to 6am the following day ",Charges same as weekdays ,Charges same as weekdays ,678133,20207.64974,39436.84501
Hong Leong Building,T0014,"16 Raffles Quay, S(048581)",$3.00/30min from 7am to 5.59pm ,$2.00/hr from 6pm to 6.59am the following day ,"$3.00/30min from 7am to 12.59pm, $2.00/hr from 1pm to 6.59am the following day ",$2.00/hr from 7am to 6.59am the following day ,48581,29958.79157,29312.13832
Hor Kew Business Centre,T0014,"66 Kallang Pudding Road, S(349324)",$0.80/30min from 7am to 5pm  ,$0.80/30min from 5pm to 10pm  ,Charges same as weekdays ,$0.80/30min from 9am to 6pm ,349324,33080.79298,34386.33896
Hub Synergy,T0014,"70 Anson Road, S(079905)",$2.60/hr from 7am to 6pm  ,$1.00/hr from 6pm to 12midnight ,"$1.00/30min from 7am to 2pm, $1.00/hr from 2pm to 12midnight  ",$1.00/hr from 7am to 12midnight  ,79905,29263.02019,28503.86096
I12 Katong (previously 112 Katong),T0014,"112 East Coast Road, S(428802)","$0.60 for 1st hr, $0.25 for next subsequent 15min from 6am to 9.59am, $1.07 for 1st hr, $0.32 for next subsequent 15min from 10am to 5.59pm ","$1.28 for 1st 30min, $0.65 for next subsequent 15min from 6pm to 8.59pm, $3.00/entry from 9pm to 5.59am the following day ","$0.70 for 1st hr, $0.45 for next subsequent 15min from 6am to 9.59am, $1.28 for 1st 30min, $0.65 for next subsequent 15min from 10am to 9.59pm, $3.00/entry from 10pm to 5.59am the  ","$0.70 for 1st hr, $0.45 for next subsequent 15min from 6am to 9.59am, $1.28 for 1st 30min, $0.65 for next subsequent 15min from 10am to 9.59pm, $3.00/entry from 10pm to 5.59am the  ",428802,35988.49359,31935.50163
IBM Place 1,T0014,"9 Changi Business Park Central 1, S(486048)",*Not for public ,* ,* ,* ,486048,42658.35738,35401.8414
IBM Place 2,T0014,"9 Changi Business Park Central 1, S(486048)",$0.50/30min from 7am to 10pm ,Car Park closed after 10pm ,Charges same as weekdays ,Carpark closed ,486048,42658.35738,35401.8414
IBM Singapore Technology Park,T0014,"6 Tampines Industrial Avenue 5, S(528760)",$0.025/min from 7am to 7pm  ,$2.50/entry from 7.01pm to 6.59pm the following day ,Charges same as Weekdays ,Free Parking from 7am to 6.59am the following day ,528760,38670.38208,39466.14971
IMM Building,T0014,"2 Jurong East Street 21, S(609601)","1st 1hr free, $1.07 for 2rd hr, $0.30/15min subsequently from 12midnight to 5pm ","1st 1hr free, $1.07 for 2rd hr, $0.30/15min subsequently from 5pm to 12midnight ","$1.07 for 1st 2hr, $1.07 for 3rd hr, $0.30/15min subsequently from 12midnight to 12midnight ","$1.07 for 1st 2hr, $1.07 for 3rd hr, $0.30/15min subsequently from 12midnight to 12midnight ",609601,18379.97269,35234.09009
Income@Raffles,T0014,"16 Collyer Quay, S(049318)",$3.20/30min from 2am to 6.30pm ,$3.70/entry from 6.30pm to 2am the following day ,"$3.20/30min from 2am to 2pm, 3.70/entry from 2pm to 2am the following day  ","$3.20/30min from 2am to 6.29am, 3.70/entry from 6.30am to 2am the following day  ",49318,30139.70113,29617.29286
Inno Centre,T0014,"1003 Bukit Merah Central, S(159836)",$0.60/30min from 7am to 10pm ,$2.00/entry from 10.01pm to 6.59am the following day ,Charges same as weekdays ,$2.00/entry from 12midnight to 11.59pm ,159836,25818.62743,29545.92011
International Building,T0014,"360 Orchard Road, S(238869)","$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 6pm ",$4.00/entry from 6pm to 7am the following day ,"$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 6pm, $4.00/entry from 6pm to 7am the following day ","$3.00 for 1st hr, $1.50 for next subsequent 30min from 7am to 6pm, $4.00/entry from 6pm to 7am the following day ",238869,27743.61453,32045.04919
International Plaza,T0014,"10 Anson Road, S(079903)",$2.20/30min from 7am to 4.59pm ,$3.00/entry from 5pm to 6.59am the following day ,"$2.20/30min from 7am to 2.59pm, $3.00/entry after 3pm to 6.59am the following day ",$3.00/entry from 7am to 6.59am the following day ,79903,29378.3123,28689.89377
Joo Seng Warehouse,T0014,"1 Upper Aljunied Link, S(367901)",$1.02/hr from 8am to 6pm ,Car Park closed after 6pm ,"$1.02/hr from 8am to 4pm, Car Park closed after 4pm ",Closed ,367901,33371.10587,35238.21344
JTC Aviation One @ Seletar Aerospace Park,T0014,"700 West Camp Road, S(797649)",$0.60/30min from 7am to 5pm ,Free parking from 5pm to 7am the following day ,Charges same as weekdays ,Free parking from 7am to 7am the following day ,797649,31428.17842,44683.80307
JTC Aviation Two @ Seletar Aerospace Park,T0014,"690 West Camp Road, S(797523)",$0.60/30min from 7am to 5pm ,Free parking from 5pm to 7am the following day ,Charges same as weekdays ,Free parking from 7am to 7am the following day ,797523,31408.51488,44630.51825
JTC BioMed One @ Tuas Biomedical Park,T0014,"128 Tuas South Avenue 3, S(637550)",$0.60/30min from 7am to 7pm ,Free parking from 7pm to 7am the following day ,Charges same as weekdays ,Free parking from 7am to 7am the following day ,637550,5212.946991,30292.2238
JTC Blk 3014A / 3015A Ubi Road 1,T0014,"3014A Ubi Road 1, S(408703)",$0.60/30min from 7am to 10pm ,$2.00/entry from 10.01pm to 6.59am the following day ,Charges same as weekdays ,$2.00/entry from 7am to 6.59am the following day ,408703,34726.25268,34627.3486
JTC Blk 8 / 12 Lorong Bakar Batu,T0014,"8 Lorong Bakar Batu, S(348743)",$0.50/30min from 7am to 11pm ,$0.50/30min from 7am to 11pm ,Charges same as weekdays ,Closed ,348743,32340.87744,34400.92631
JTC Blk 8 Chia Ping Road,T0014,"8 Chia Ping Road, S(619973)",$0.50/30min from 7.30am to 7.30pm ,$0.50/30min from 7.30am to 7.30pm ,Charges same as weekdays ,Closed ,619973,15444.91073,34723.64331
JTC Blk 970 / 998 Toa Payoh North,T0014,"970 Toa Payoh North, S(318992)",$0.60/30min from 7am to 10pm ,$2.00/entry from 10pm to 6.59am the following day ,Charges same as weekdays ,$2.00/entry from 7am to 6.59am the following day ,318992,29973.86391,36100.01812
JTC CleanTech Two @ CleanTech Park,T0014,"3 CleanTech Loop, S(637143)",$0.60/30min from 7am to 5pm ,Free parking from 5pm to 7am the following day ,Charges same as weekdays ,Free parking from 7am to 7am the following day ,637143,12420.85966,37467.98961
JTC Tuas Amenity Centre,T0014,"71 Pioneer Road, S(639591)",$0.50/30min from 7am to 10.30pm  ,$0.50/30min from 7am to 10.30pm  ,Charges same as weekdays ,Closed ,639591,7844.19421,33275.9943
Junction 8 (Multi-Storey Car Park),T0014,"514 Bishan Street 13, S(570514)",$0.60/30min from 7am to 9pm ,$0.60/30min from 9pm to 7am the following day ,"$0.60/30min from 7am to 3pm, $0.60/30min from 3pm to 7am the following day ",$0.60/30min from 7am to 7am the following day ,570514,29844.68533,36983.77294
Kaki Bukit Autohub,T0014,"2 Kaki Bukit Avenue 2, S(417921)",$0.50/30min from 7.01am to 10.30pm ,$0.50/30min from 10.31pm to 7am the following day up to a maximum charge of $4.00 ,Charges same as weekdays ,"Free parking from 7.01am to 10.30pm, $0.50/30min from 10.31pm to 7am the following day up to a maximum charge of $4.00 ",417921,35504.81959,35512.138
Katong Shopping Centre,T0014,"865 Mountbatten Road, S(437844)",$1.55/hr from 7.01am to 6pm ,$2.67/entry from 6.01pm to 7am the following day ,Charges same as weekdays ,$2.67/entry from 7.01am to 7am the following day ,437844,35526.9921,31794.66241
Katong Square,T0014,"86 East Coast Road, S(428788)","$0.48 for 1st hr, $0.12/15min subsequently from 6am to 10am, $0.96 for 1st hr, $0.24/15min subsequently from 10am to 6pm ","$1.00 for 1st hr, $0.25/15min subsequently from 6pm to 10pm, $0.32 for 1st hr, $0.08/15min subsequently from 10pm to 6am the following day ","$0.54 for 1st hr, $0.16/15min subsequently from 6am to 10am, $1.28 for 1st hr, $0.65/15min subsequently from 10am to 9pm, $0.54 for 1st hr, $0.16/15min subsequently from 9pm to 6am ","$0.54 for 1st hr, $0.16/15min subsequently from 6am to 10am, $1.28 for 1st hr, $0.65/15min subsequently from 10am to 9pm, $0.54 for 1st hr, $0.16/15min subsequently from 9pm to 6am ",428788,35906.13304,31942.21407
